date,borough_id,room_typeid,price_x
9/11/2017,1,1,109.1538462
9/12/2017,1,1,109.4230769
9/13/2017,1,1,109.3076923
9/14/2017,1,1,109.3846154
9/15/2017,1,1,115.8846154
9/16/2017,1,1,115.8076923
9/17/2017,1,1,109.1538462
9/18/2017,1,1,109.1923077
9/19/2017,1,1,109.2307692
9/20/2017,1,1,109.1538462
9/21/2017,1,1,109.3461538
9/22/2017,1,1,115.8846154
9/23/2017,1,1,115.88
9/24/2017,1,1,108.8
9/25/2017,1,1,108.8
9/26/2017,1,1,108.76
9/27/2017,1,1,108.76
9/28/2017,1,1,108.8
9/29/2017,1,1,115.72
9/30/2017,1,1,115.72
10/1/2017,1,1,108.8
10/2/2017,1,1,109.1538462
10/3/2017,1,1,109.2307692
10/4/2017,1,1,109.1923077
10/5/2017,1,1,109.3076923
10/6/2017,1,1,115.8461538
10/7/2017,1,1,115.9615385
10/8/2017,1,1,109.1923077
10/9/2017,1,1,109.2307692
10/10/2017,1,1,109.1923077
10/11/2017,1,1,109.1538462
10/12/2017,1,1,109.2692308
10/13/2017,1,1,115.9230769
10/14/2017,1,1,115.8076923
10/15/2017,1,1,109.2307692
10/16/2017,1,1,109.2307692
10/17/2017,1,1,109.1923077
10/18/2017,1,1,109.3461538
10/19/2017,1,1,109.1538462
10/20/2017,1,1,115.8846154
10/21/2017,1,1,115.8076923
10/22/2017,1,1,109.1538462
10/23/2017,1,1,109.2307692
10/24/2017,1,1,109.1538462
10/25/2017,1,1,109.3461538
10/26/2017,1,1,109.1538462
10/27/2017,1,1,115.8076923
10/28/2017,1,1,116
10/29/2017,1,1,109.3461538
10/30/2017,1,1,109.1923077
10/31/2017,1,1,109.1538462
11/1/2017,1,1,109.1538462
11/2/2017,1,1,109.1538462
11/3/2017,1,1,115.8846154
11/4/2017,1,1,115.8076923
11/5/2017,1,1,109.3076923
11/6/2017,1,1,109.2692308
11/7/2017,1,1,109.4230769
11/8/2017,1,1,109.3846154
11/9/2017,1,1,109.3461538
11/10/2017,1,1,115.8461538
11/11/2017,1,1,116.0384615
11/12/2017,1,1,109.1538462
11/13/2017,1,1,109.1923077
11/14/2017,1,1,109.1923077
11/15/2017,1,1,109.1923077
11/16/2017,1,1,109.2692308
11/17/2017,1,1,115.8076923
11/18/2017,1,1,115.9615385
11/19/2017,1,1,109.3076923
11/20/2017,1,1,109.1538462
11/21/2017,1,1,109.3846154
11/22/2017,1,1,109.1538462
11/23/2017,1,1,109.7307692
11/24/2017,1,1,115.8461538
11/25/2017,1,1,115.8076923
11/26/2017,1,1,109.1538462
11/27/2017,1,1,109.1923077
11/28/2017,1,1,109.2307692
11/29/2017,1,1,109.1923077
11/30/2017,1,1,109.1538462
12/1/2017,1,1,116.2307692
12/2/2017,1,1,115.8461538
12/3/2017,1,1,109.1923077
12/4/2017,1,1,109.2692308
12/5/2017,1,1,109.2307692
12/6/2017,1,1,109.2692308
12/7/2017,1,1,109.1538462
12/8/2017,1,1,115.8076923
12/9/2017,1,1,115.8076923
12/10/2017,1,1,109.3076923
12/11/2017,1,1,109.2307692
12/12/2017,1,1,109.3461538
12/13/2017,1,1,109.1538462
12/14/2017,1,1,109.1923077
12/15/2017,1,1,117.2592593
12/16/2017,1,1,117.0740741
12/17/2017,1,1,110.7037037
12/18/2017,1,1,110.7777778
12/19/2017,1,1,112.2222222
12/20/2017,1,1,114.6538462
12/21/2017,1,1,114.5769231
12/22/2017,1,1,121.2307692
12/23/2017,1,1,121.2692308
12/24/2017,1,1,114.8846154
12/25/2017,1,1,115.0769231
12/26/2017,1,1,114.7692308
12/27/2017,1,1,114.6538462
12/28/2017,1,1,114.5769231
12/29/2017,1,1,121.2307692
12/30/2017,1,1,121.2307692
12/31/2017,1,1,114.6153846
1/1/2018,1,1,156.4
1/2/2018,1,1,142.5151515
1/3/2018,1,1,137.6111111
1/4/2018,1,1,131.4186047
1/5/2018,1,1,133.4222222
1/6/2018,1,1,131
1/7/2018,1,1,126.0851064
1/8/2018,1,1,123.5
1/9/2018,1,1,122.48
1/10/2018,1,1,122.32
1/11/2018,1,1,123.9795918
1/12/2018,1,1,128.2857143
1/13/2018,1,1,128.2857143
1/14/2018,1,1,125.1836735
1/15/2018,1,1,122.58
1/16/2018,1,1,121.9
1/17/2018,1,1,120.58
1/18/2018,1,1,121.4897959
1/19/2018,1,1,125.2040816
1/20/2018,1,1,125.2040816
1/21/2018,1,1,121.12
1/22/2018,1,1,119.1320755
1/23/2018,1,1,119.1509434
1/24/2018,1,1,119.1509434
1/25/2018,1,1,118.3703704
1/26/2018,1,1,122.037037
1/27/2018,1,1,122.0740741
1/28/2018,1,1,120.0188679
1/29/2018,1,1,119.3773585
1/30/2018,1,1,119.2830189
1/31/2018,1,1,119.3584906
2/1/2018,1,1,120.1886792
2/2/2018,1,1,123.3396226
2/3/2018,1,1,123.1320755
2/4/2018,1,1,120.2830189
2/5/2018,1,1,118.8148148
2/6/2018,1,1,117.7924528
2/7/2018,1,1,117.6730769
2/8/2018,1,1,117.8490566
2/9/2018,1,1,122.4807692
2/10/2018,1,1,123.1960784
2/11/2018,1,1,121.3269231
2/12/2018,1,1,120.8846154
2/13/2018,1,1,119.5925926
2/14/2018,1,1,119.8888889
2/15/2018,1,1,118.6909091
2/16/2018,1,1,122.5714286
2/17/2018,1,1,122.5892857
2/18/2018,1,1,118.8928571
2/19/2018,1,1,118.7636364
2/20/2018,1,1,118.7454545
2/21/2018,1,1,118.8
2/22/2018,1,1,118.9272727
2/23/2018,1,1,122.1090909
2/24/2018,1,1,121.1785714
2/25/2018,1,1,119.2181818
2/26/2018,1,1,119.1636364
2/27/2018,1,1,119.0909091
2/28/2018,1,1,118.7090909
3/1/2018,1,1,118.8363636
3/2/2018,1,1,122.5
3/3/2018,1,1,130.5555556
3/4/2018,1,1,127.0666667
3/5/2018,1,1,126.7111111
3/6/2018,1,1,126.7777778
3/7/2018,1,1,126.9111111
3/8/2018,1,1,127.3777778
3/9/2018,1,1,131.9111111
3/10/2018,1,1,132.7727273
3/11/2018,1,1,128.1136364
3/12/2018,1,1,127.8409091
3/13/2018,1,1,127.9772727
3/14/2018,1,1,129.2093023
3/15/2018,1,1,128.3181818
3/16/2018,1,1,132.7727273
3/17/2018,1,1,132.6818182
3/18/2018,1,1,128.7045455
3/19/2018,1,1,128.3181818
3/20/2018,1,1,127.3333333
3/21/2018,1,1,127.3777778
3/22/2018,1,1,127.8444444
3/23/2018,1,1,135.0930233
3/24/2018,1,1,134.4418605
3/25/2018,1,1,130.6046512
3/26/2018,1,1,130.372093
3/27/2018,1,1,128.9318182
3/28/2018,1,1,129.6818182
3/29/2018,1,1,128.7209302
3/30/2018,1,1,133.2790698
3/31/2018,1,1,134.4418605
4/1/2018,1,1,131.25
4/2/2018,1,1,129.6
4/3/2018,1,1,129.0888889
4/4/2018,1,1,128.9555556
4/5/2018,1,1,129.2444444
4/6/2018,1,1,133.1333333
4/7/2018,1,1,133.0888889
4/8/2018,1,1,129.2444444
4/9/2018,1,1,128.7111111
4/10/2018,1,1,128.8444444
4/11/2018,1,1,129.5909091
4/12/2018,1,1,128.744186
4/13/2018,1,1,134.3809524
4/14/2018,1,1,134.7857143
4/15/2018,1,1,131.2790698
4/16/2018,1,1,130.5
4/17/2018,1,1,129.0888889
4/18/2018,1,1,129.2
4/19/2018,1,1,130.5909091
4/20/2018,1,1,134.3111111
4/21/2018,1,1,134.7111111
4/22/2018,1,1,129.3777778
4/23/2018,1,1,128.7555556
4/24/2018,1,1,130.0909091
4/25/2018,1,1,128.9302326
4/26/2018,1,1,128.6046512
4/27/2018,1,1,133.2790698
4/28/2018,1,1,134.0697674
4/29/2018,1,1,128.5454545
4/30/2018,1,1,129.4666667
5/1/2018,1,1,128.6086957
5/2/2018,1,1,128.8043478
5/3/2018,1,1,129.1304348
5/4/2018,1,1,134.173913
5/5/2018,1,1,134.5555556
5/6/2018,1,1,130.0666667
5/7/2018,1,1,129.5111111
5/8/2018,1,1,128.8695652
5/9/2018,1,1,130.0666667
5/10/2018,1,1,130.2444444
5/11/2018,1,1,134.0444444
5/12/2018,1,1,134.7333333
5/13/2018,1,1,130.6222222
5/14/2018,1,1,130.3777778
5/15/2018,1,1,130.4666667
5/16/2018,1,1,130.4090909
5/17/2018,1,1,131.5813953
5/18/2018,1,1,134.8292683
5/19/2018,1,1,135.7209302
5/20/2018,1,1,127.0888889
5/21/2018,1,1,126.8222222
5/22/2018,1,1,127.1555556
5/23/2018,1,1,126.5652174
5/24/2018,1,1,127.0869565
5/25/2018,1,1,133.4666667
5/26/2018,1,1,136.7173913
5/27/2018,1,1,133.8043478
5/28/2018,1,1,133.7608696
5/29/2018,1,1,133.1702128
5/30/2018,1,1,135.5319149
5/31/2018,1,1,134.6595745
6/1/2018,1,1,139.7777778
6/2/2018,1,1,139.7777778
6/3/2018,1,1,137.6944444
6/4/2018,1,1,137
6/5/2018,1,1,137
6/6/2018,1,1,137
6/7/2018,1,1,137
6/8/2018,1,1,139.9722222
6/9/2018,1,1,139.9722222
6/10/2018,1,1,137.9166667
6/11/2018,1,1,137.25
6/12/2018,1,1,137.25
6/13/2018,1,1,137.25
6/14/2018,1,1,137.25
6/15/2018,1,1,138.5945946
6/16/2018,1,1,138.8108108
6/17/2018,1,1,136.5945946
6/18/2018,1,1,135.9459459
6/19/2018,1,1,135.9459459
6/20/2018,1,1,135.9459459
6/21/2018,1,1,135.9459459
6/22/2018,1,1,139.027027
6/23/2018,1,1,139.027027
6/24/2018,1,1,136.8108108
6/25/2018,1,1,136.1351351
6/26/2018,1,1,136.1351351
6/27/2018,1,1,136.1351351
6/28/2018,1,1,136.1351351
6/29/2018,1,1,141
6/30/2018,1,1,141
7/1/2018,1,1,136.9459459
7/2/2018,1,1,136.9459459
7/3/2018,1,1,136.9459459
7/4/2018,1,1,136.9459459
7/5/2018,1,1,135.3157895
7/6/2018,1,1,137.6578947
7/7/2018,1,1,137.6578947
7/8/2018,1,1,135.3157895
7/9/2018,1,1,135.3157895
7/10/2018,1,1,135.3157895
7/11/2018,1,1,135.3157895
7/12/2018,1,1,135.3157895
7/13/2018,1,1,137.6578947
7/14/2018,1,1,137.6578947
7/15/2018,1,1,135.3157895
7/16/2018,1,1,135.3157895
7/17/2018,1,1,135.3157895
7/18/2018,1,1,135.3157895
7/19/2018,1,1,135.3157895
7/20/2018,1,1,137.6578947
7/21/2018,1,1,137.6578947
7/22/2018,1,1,135.3157895
7/23/2018,1,1,135.3157895
7/24/2018,1,1,135.3157895
7/25/2018,1,1,135.3157895
7/26/2018,1,1,135.3157895
7/27/2018,1,1,137.6578947
7/28/2018,1,1,137.6578947
7/29/2018,1,1,135.3157895
7/30/2018,1,1,135.3157895
7/31/2018,1,1,135.3157895
8/1/2018,1,1,135.3157895
8/2/2018,1,1,135.3157895
8/3/2018,1,1,137.6578947
8/4/2018,1,1,137.6578947
8/5/2018,1,1,135.3157895
8/6/2018,1,1,137.6486486
8/7/2018,1,1,137.6486486
8/8/2018,1,1,137.6486486
8/9/2018,1,1,137.6486486
8/10/2018,1,1,137.6578947
8/11/2018,1,1,137.6578947
8/12/2018,1,1,136.7837838
8/13/2018,1,1,136.7837838
8/14/2018,1,1,136.7837838
8/15/2018,1,1,136.7837838
8/16/2018,1,1,136.7837838
8/17/2018,1,1,138.972973
8/18/2018,1,1,138.972973
8/19/2018,1,1,136.7837838
8/20/2018,1,1,136.7837838
8/21/2018,1,1,136.7837838
8/22/2018,1,1,136.7837838
8/23/2018,1,1,136.7837838
8/24/2018,1,1,138.972973
8/25/2018,1,1,138.972973
8/26/2018,1,1,136.7837838
8/27/2018,1,1,136.7837838
8/28/2018,1,1,136.7837838
8/29/2018,1,1,136.7837838
8/30/2018,1,1,136.7837838
8/31/2018,1,1,138.972973
9/1/2018,1,1,140.6111111
9/2/2018,1,1,138.3611111
9/3/2018,1,1,138.3611111
9/4/2018,1,1,138.3611111
9/5/2018,1,1,138.3611111
9/6/2018,1,1,138.3611111
9/7/2018,1,1,140.6111111
9/8/2018,1,1,140.6111111
9/9/2018,1,1,138.3611111
9/10/2018,1,1,138.3611111
9/11/2018,1,1,138.3611111
9/12/2018,1,1,138.3611111
9/13/2018,1,1,138.3611111
9/14/2018,1,1,140.6111111
9/15/2018,1,1,140.6111111
9/16/2018,1,1,138.3611111
9/17/2018,1,1,138.3611111
9/18/2018,1,1,138.3611111
9/19/2018,1,1,138.3611111
9/20/2018,1,1,138.3611111
9/21/2018,1,1,140.6111111
9/22/2018,1,1,140.6111111
9/23/2018,1,1,138.3611111
9/24/2018,1,1,138.3611111
9/25/2018,1,1,138.3611111
9/26/2018,1,1,138.3611111
9/27/2018,1,1,138.3611111
9/28/2018,1,1,140.6111111
9/29/2018,1,1,142.0857143
9/30/2018,1,1,139.7714286
10/1/2018,1,1,141.6764706
10/2/2018,1,1,141.6764706
10/3/2018,1,1,141.6764706
10/4/2018,1,1,141.6764706
10/5/2018,1,1,144.0588235
10/6/2018,1,1,144.0588235
10/7/2018,1,1,140.1714286
10/8/2018,1,1,140.1714286
10/9/2018,1,1,140.1714286
10/10/2018,1,1,140.1714286
10/11/2018,1,1,140.1714286
10/12/2018,1,1,142.4857143
10/13/2018,1,1,142.4857143
10/14/2018,1,1,140.1714286
10/15/2018,1,1,140.1714286
10/16/2018,1,1,140.1714286
10/17/2018,1,1,140.1714286
10/18/2018,1,1,140.1714286
10/19/2018,1,1,142.4857143
10/20/2018,1,1,142.4857143
10/21/2018,1,1,140.1714286
10/22/2018,1,1,140.1714286
10/23/2018,1,1,140.1714286
10/24/2018,1,1,140.1714286
10/25/2018,1,1,140.1714286
10/26/2018,1,1,142.4857143
10/27/2018,1,1,142.4857143
10/28/2018,1,1,140.1714286
10/29/2018,1,1,140.1714286
10/30/2018,1,1,140.1714286
10/31/2018,1,1,140.1714286
11/1/2018,1,1,140.1714286
11/2/2018,1,1,142.5714286
11/3/2018,1,1,142.5714286
11/4/2018,1,1,140.2285714
11/5/2018,1,1,140.2285714
11/6/2018,1,1,140.2285714
11/7/2018,1,1,140.2285714
11/8/2018,1,1,140.2285714
11/9/2018,1,1,142.5714286
11/10/2018,1,1,142.5714286
11/11/2018,1,1,140.2285714
11/12/2018,1,1,140.2285714
11/13/2018,1,1,140.2285714
11/14/2018,1,1,140.2285714
11/15/2018,1,1,140.2285714
11/16/2018,1,1,142.5714286
11/17/2018,1,1,142.5714286
11/18/2018,1,1,140.2285714
11/19/2018,1,1,140.2285714
11/20/2018,1,1,140.2285714
11/21/2018,1,1,140.2285714
11/22/2018,1,1,140.2285714
11/23/2018,1,1,142.5714286
11/24/2018,1,1,142.5714286
11/25/2018,1,1,140.2285714
11/26/2018,1,1,140.2285714
11/27/2018,1,1,140.2285714
11/28/2018,1,1,140.2285714
11/29/2018,1,1,140.2285714
11/30/2018,1,1,142.5714286
12/1/2018,1,1,140.8333333
12/2/2018,1,1,134.9714286
12/3/2018,1,1,139.9387755
12/4/2018,1,1,134.5636364
12/5/2018,1,1,137.125
12/6/2018,1,1,140.06
12/7/2018,1,1,136.5918367
12/8/2018,1,1,138.3461538
12/9/2018,1,1,137.7407407
12/10/2018,1,1,132.6721311
12/11/2018,1,1,132.3770492
12/12/2018,1,1,131.8095238
12/13/2018,1,1,132.3015873
12/14/2018,1,1,135.4666667
12/15/2018,1,1,135.85
12/16/2018,1,1,128.5625
12/17/2018,1,1,126.5846154
12/18/2018,1,1,126.65625
12/19/2018,1,1,128.9538462
12/20/2018,1,1,132.1612903
12/21/2018,1,1,136.983871
12/22/2018,1,1,142.6428571
12/23/2018,1,1,147.6078431
12/24/2018,1,1,167.6046512
12/25/2018,1,1,172.8536585
12/26/2018,1,1,169.2307692
12/27/2018,1,1,182.2121212
12/28/2018,1,1,191.5806452
12/29/2018,1,1,198.9655172
12/30/2018,1,1,201.2758621
12/31/2018,1,1,195.40625
1/1/2019,1,1,167.65
1/2/2019,1,1,149.25
1/3/2019,1,1,134.4354839
1/4/2019,1,1,134.9384615
1/5/2019,1,1,129.9589041
1/6/2019,1,1,120.2051282
1/7/2019,1,1,119.6282051
1/8/2019,1,1,119.1851852
1/9/2019,1,1,118.8765432
1/10/2019,1,1,118.0481928
1/11/2019,1,1,121.1204819
1/12/2019,1,1,121.7108434
1/13/2019,1,1,118.7142857
1/14/2019,1,1,118.3809524
1/15/2019,1,1,119.9390244
1/16/2019,1,1,118.6987952
1/17/2019,1,1,117.0843373
1/18/2019,1,1,119.5121951
1/19/2019,1,1,119.4390244
1/20/2019,1,1,122.1927711
1/21/2019,1,1,121.5833333
1/22/2019,1,1,119.952381
1/23/2019,1,1,120.1411765
1/24/2019,1,1,120.1529412
1/25/2019,1,1,123.0117647
1/26/2019,1,1,122.9882353
1/27/2019,1,1,119.9651163
1/28/2019,1,1,118.625
1/29/2019,1,1,118.5842697
1/30/2019,1,1,118.6292135
1/31/2019,1,1,120.2209302
2/1/2019,1,1,123.6860465
2/2/2019,1,1,126.7012987
2/3/2019,1,1,123.7792208
2/4/2019,1,1,123.7402597
2/5/2019,1,1,123.5714286
2/6/2019,1,1,122.7142857
2/7/2019,1,1,123.6363636
2/8/2019,1,1,127.1038961
2/9/2019,1,1,127.2467532
2/10/2019,1,1,124.6753247
2/11/2019,1,1,125.1710526
2/12/2019,1,1,125.0263158
2/13/2019,1,1,125.4868421
2/14/2019,1,1,124.5714286
2/15/2019,1,1,126.5
2/16/2019,1,1,127.025974
2/17/2019,1,1,124.025974
2/18/2019,1,1,123.987013
2/19/2019,1,1,123.5064935
2/20/2019,1,1,124.2368421
2/21/2019,1,1,124.7368421
2/22/2019,1,1,127.7236842
2/23/2019,1,1,127.8552632
2/24/2019,1,1,124.8947368
2/25/2019,1,1,124.5324675
2/26/2019,1,1,124.3896104
2/27/2019,1,1,123.5641026
2/28/2019,1,1,123.1772152
3/1/2019,1,1,126.4936709
3/2/2019,1,1,126.556962
3/3/2019,1,1,123.9113924
3/4/2019,1,1,122.875
3/5/2019,1,1,122.925
3/6/2019,1,1,122.0625
3/7/2019,1,1,122.4556962
3/8/2019,1,1,125.6075949
3/9/2019,1,1,124.9473684
3/10/2019,1,1,121.4805195
3/11/2019,1,1,122.0769231
3/12/2019,1,1,122.2051282
3/13/2019,1,1,122.3717949
3/14/2019,1,1,121.8860759
3/15/2019,1,1,124.8481013
3/16/2019,1,1,125.164557
3/17/2019,1,1,123.6296296
3/18/2019,1,1,123.4938272
3/19/2019,1,1,123.3950617
3/20/2019,1,1,123.4444444
3/21/2019,1,1,124.4875
3/22/2019,1,1,127.5875
3/23/2019,1,1,128.1184211
3/24/2019,1,1,125.1710526
3/25/2019,1,1,125.0263158
3/26/2019,1,1,123.3589744
3/27/2019,1,1,124.0519481
3/28/2019,1,1,124.1558442
3/29/2019,1,1,127.2207792
3/30/2019,1,1,128.1898734
3/31/2019,1,1,124.7125
4/1/2019,1,1,123.7439024
4/2/2019,1,1,124.2716049
4/3/2019,1,1,124.0769231
4/4/2019,1,1,124.3717949
4/5/2019,1,1,128
4/6/2019,1,1,128.6075949
4/7/2019,1,1,125.7974684
4/8/2019,1,1,126.1168831
4/9/2019,1,1,126.012987
4/10/2019,1,1,127.9615385
4/11/2019,1,1,128.0897436
4/12/2019,1,1,131.6282051
4/13/2019,1,1,133.5324675
4/14/2019,1,1,130.3766234
4/15/2019,1,1,129.2077922
4/16/2019,1,1,128.6753247
